s_key	uname	s_func	s_sync	n_isNeedCheckObstacle	s_triggers	s_timeTriggerData	s_interactPopIcon	s_interactPopOffset	s_clickTipEffect	s_clickTipOffset	s_precondition	s_bindRelation	s_controlCascade	s_controlBeCascade	s_nextInteract	n_delay	s_triggerSound	s_breakSound	s_p1	s_p2	s_p3	s_p4	s_p5	s_p6	s_p7	s_p8	i_eventReport							s_counterKey	s_counterType	n_counterMax	n_counterMin	s_condition1	s_invalidCallback	s_entityTargets	s_executionCallback
school_door_01	学校-室内门	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	-1.0#0.0#0.0			6																	
school_door_03	学校-厕所门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1.0#0.0#0.0			6																	
school_door_02	学校-厕所内门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-0.7#0.0#0.0			6																	
job_student	职业—学生	onChangeProfession	server	0	1														46																						
job_teacher	职业—老师	onChangeProfession	server	0	1														40																						
job_principal	职业—校长	onChangeProfession	server	0	1														47																						
job_music	职业—音乐家	onChangeProfession	server	0	1														8																						
job_draw	职业—画家	onChangeProfession	server	0	1														66																						
box_watering	住宅_浇水	onUpdateChildEffect	server	0	1				click.effect	0#0.3#0							switch	switch	EffectPart																						
box_house4_door	住宅4-门-触发	onTriggerAssociated	server	0	2#3														house4_door	2	3																				
house4_door	住宅-大门	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1.0#0.0#0.0			6																	
school_text_math	学校-数学黑板	onEditPartContentShow	server	0	1				click.effect	0#-0.5#0									0#0#0.05	0#0#0	20	387#150	5+2=?	0																	
school_text_wuli	学校-物理黑板	onEditPartContentShow	server	0	1				click.effect	0#-0.5#0									0#0#0.05	0#0#0	20	387#150	G=mg	0																	
school_text_huaxue	学校-化学黑板	onEditPartContentShow	server	0	1				click.effect	0#-0.5#0									0#0#0.05	0#0#0	20	387#150	C+O2=CO2	0																	
school_text_english	学校-英语黑板	onEditPartContentShow	server	0	1				click.effect	0#-0.5#0									0#0#0	0#0#0	20	387#150	Knowledge is power	0																	
school_text_computer	学校-电脑黑板	onEditPartContentShow	server	0	1				click.effect	0#-0.5#0									0#0#0	0#0#0	20	387#150	while x＞5 print(x)	0																	
box_house12_door	住宅12-门-触发	onTriggerAssociated	server	0	2#3														house12_door_01_l#house12_door_01_r#house12_door_04#house12_door_02	2	3																				
house12_door_01_l	住宅12-大门-左	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	-1.1#0#0			6																	
house12_door_01_r	住宅12-大门-右	operationPartRotate	server	0													door_mumen	door_mumen	90	0#1#0	-1.1#0#0			6																	
house12_door_04	住宅12-室内门	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	1#0.0#0			6																	
house12_paizi	住宅12-门牌	operationPartRotate	server	0	1				click.effect	0#-0.2#0.2							dianqimen	dianqimen	180	0#1#0	0#0.0#0			5																	
house12_chekumen	住宅12-车库门	operationPartRotate	server	0															90	1#0#0	0#2#0			20																	
house12_refrigerator_door	住宅12-冰箱门	operationPartRotate	server	0	1												dianqimen	dianqimen	90	0#1#0	0.55#0.0#0			6																	
house12_washing_door	住宅12-洗衣机机门	operationPartRotate	server	0	1												dianqimen	dianqimen	-90	0#1#0	0.35#0#0			10																	
house12_door_02	住宅12-室内门2	operationPartRotate	server	0													door_mumen	door_mumen	-90	0#1#0	-1#0.0#0			6																	
house12_shutiao	住宅12_油炸特效	onUpdateChildEffect	server	0	1				click.effect	0#0.2#0							event_fire		EffectPart																						
water_xiepo	水斜坡	onWithPartDirMove	server	0	2#3														myplugin/elevator	0#1#0	g2052_boy_sit5#0#0#0#0#0#0	1					1														
lifeboat_area	洪水-救生船区域	onShipMonitoring	server	0	2#3																																				
boat_area	洪水-小木船区域	onShipMonitoring	server	0	2#3																																				
wanshengjie_jiangli_1_box	万圣节载具兑换	onHalloweenExchange	server	0	1#2														1	1																					
wanshengjie_jiangli_2_box	万圣节宠物兑换	onHalloweenExchange	server	0	1#2														1	2																					
wanshengjie_jiangli_3_box	万圣节装扮兑换	onHalloweenExchange	server	0	1#2														1	3																					
wanshengjie_jiangli_4_box	万圣节装扮兑换	onHalloweenExchange	server	0	1#2														1	4																					
wanshengjie_jiangli_5_box	万圣节装扮兑换	onHalloweenExchange	server	0	1#2														1	5																					
wuci_message	舞池灯光消息	onSendMessageNotice	server	0	7	18:00$1#4:00$0													13	1	14																				
yueyu_message	越狱消息通知	onSendMessageNotice	server	0	2														15			1	1	1																	
halloween_ghost_part_01	捕捉万圣节幽灵	onCatchGhost	client	0	2																																				
halloween_ghost_part_02	捕捉万圣节幽灵	onCatchGhost	client	0	2																																				
giant_han_bao	拾取巨人汉堡	onGiantHamburger	server	0	2												party_shengji																								
scene_advertisement	场景广告	onSceneAdvertisemenetClick	client	0	1																																				
